"show_id","type","title","director","casts","country","date_added","release_year","rating","duration","listed_in","description"
s5758,Movie,"13TH",Ava DuVernay,"",United States,"7-Oct-16",2016,TV-MA,"101 min",Documentaries,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom."
s5780,Movie,Unchained: The Untold Story of Freestyle Motocross,"Paul Taublieb, Jon Freeman",Josh Brolin,United States,"1-Oct-16",2016,TV-MA,"92 min","Documentaries, Sports Movies","This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers."
s5783,Movie,Amanda Knox,"Rod Blackhurst, Brian McGinn","","Denmark, United States","30-Sep-16",2016,TV-MA,"92 min",Documentaries,She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.
s5784,Movie,Audrie & Daisy,"Bonni Cohen, Jon Shenk","",United States,"23-Sep-16",2016,TV-MA,"99 min",Documentaries,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities."
s5796,Movie,The White Helmets,Orlando von Einsiedel,"",United Kingdom,"16-Sep-16",2016,TV-PG,"41 min",Documentaries,"As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble."
s5797,Movie,Sample This,Dan Forrer,Gene Simmons,United States,"15-Sep-16",2012,TV-14,"83 min","Documentaries, Music & Musicals","This doc traces the impact of the Incredible Bongo Band's ""Apache,"" which played a key role in the birth of hip-hop after Kool Herc began sampling it."
s5798,Movie,Extremis,Dan Krauss,"",United States,"13-Sep-16",2016,TV-PG,"25 min",Documentaries,"Witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital ICU face harrowing choices."
s5805,Movie,Saudi Arabia Uncovered,"","",United Kingdom,"1-Sep-16",2016,TV-14,"52 min",Documentaries,"Undercover cameras expose public floggings, executions and other brutality in Saudi Arabia, and introduce those risking their own lives for change."
s5811,Movie,I'll Sleep When I'm Dead,Justin Krook,Steve Aoki,United States,"19-Aug-16",2016,TV-MA,"80 min","Documentaries, Music & Musicals","Superstar DJ Steve Aoki reflects on the driving force behind his career: his ambitious father, Benihana founder and perennial daredevil Rocky Aoki."
s5815,Movie,Real Crime: Supermarket Heist (Tesco Bomber),"","",United Kingdom,"15-Aug-16",2010,TV-14,"46 min",Documentaries,"In 2000, U.K. detectives spent months tracking a criminal known only as Sally, who was targeting a supermarket chain with extortion and letter bombs."
s5822,Movie,Children of God,John Smithson,"",United Kingdom,"1-Aug-16",1994,TV-MA,"63 min",Documentaries,"A former member examines the lingering effects of being raised in the Family, a cult whose disturbing practices include the sexual abuse of children."
s5825,Movie,Interview with a Serial Killer,Christopher Martin,Arthur Shawcross,United States,"1-Aug-16",2008,TV-MA,"45 min",Documentaries,"In this jailhouse interview, Arthur Shawcross, the Genesee River Killer, shares candid details of his crimes and his surprising family bonds."
s5827,Movie,Real Crime: Diamond Geezers,Tom Whitter,Forbes KB,United Kingdom,"1-Aug-16",2008,TV-14,"46 min",Documentaries,"In an attempted heist worthy of a Hollywood film, a cadre of criminals sets out to steal the world's largest perfect diamond from a London landmark."
s5832,Movie,Tony Robbins: I Am Not Your Guru,Joe Berlinger,Tony Robbins,United States,"15-Jul-16",2016,TV-MA,"117 min",Documentaries,Tony Robbins' clients swear by his unorthodox life coaching methods. A revealing film goes behind the curtain at his annual mega-event.
s5850,Movie,Team Foxcatcher,Jon Greenhalgh,"",United States,"29-Apr-16",2016,TV-MA,"91 min","Documentaries, Sports Movies","With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz."
s5855,Movie,Frank and Cindy,G.J. Echternkamp,"",United States,"1-Apr-16",2007,TV-MA,"70 min","Documentaries, Music & Musicals","Frank was a rising pop star when he married Cindy, but decades of dashed dreams and alcoholism have left the pair struggling to find happiness."
s5861,Movie,My Beautiful Broken Brain,"Sophie Robinson, Lotje Sodderland","Sophie Robinson, Lotje Sodderland",United Kingdom,"18-Mar-16",2016,TV-14,"84 min","Documentaries, International Movies","After suffering a stroke at age 34, a woman documents her struggles, setbacks and eventual breakthrough as she relearns to speak, read and write."
s5894,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,"","United Kingdom, Ukraine, United States","9-Oct-15",2015,TV-MA,"99 min","Documentaries, International Movies","Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement."
s5897,Movie,Keith Richards: Under the Influence,Morgan Neville,Keith Richards,United States,"18-Sep-15",2015,TV-14,"82 min","Documentaries, Music & Musicals","In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today."
s5898,Movie,Cowspiracy: The Sustainability Secret,"Kip Andersen, Keegan Kuhn",Kip Andersen,United States,"15-Sep-15",2014,TV-PG,"90 min",Documentaries,Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.
s5902,Movie,Tig,"Kristina Goolsby, Ashley York",Tig Notaro,United States,"17-Jul-15",2015,TV-14,"92 min","Documentaries, Stand-Up Comedy",Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.
s5907,Movie,"What Happened, Miss Simone?",Liz Garbus,"",United States,"26-Jun-15",2015,TV-14,"103 min","Documentaries, Music & Musicals","Using never-before-heard recordings, rare archival footage and her best-known songs, this is the story of legendary singer and activist Nina Simone."
s5911,Movie,Hot Girls Wanted,"Jill Bauer, Ronna Gradus","",United States,"29-May-15",2015,TV-MA,"83 min",Documentaries,"This 2015 Sundance Film Festival breakout documentary from producer Rashida Jones spotlights the ""amateur"" porn industry and the women it exploits."
s5913,Movie,The Other One: The Long Strange Trip of Bob Weir,Mike Fleiss,Bob Weir,United States,"22-May-15",2015,TV-14,"84 min","Documentaries, Music & Musicals",This chronicle of Bob Weir highlights his brotherhood with Jerry Garcia and his success as a member of one of the world's most influential bands.
s5919,Movie,Virunga: Gorillas in Peril,"","",United States,"13-Feb-15",2015,TV-14,"29 min",Documentaries,The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.
s5926,Movie,Virunga,Orlando von Einsiedel,"","United Kingdom,","7-Nov-14",2014,TV-MA,"100 min","Documentaries, International Movies",The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.
s5927,Movie,E-Team,"Katy Chevigny, Ross Kauffman","",United States,"24-Oct-14",2014,TV-MA,"90 min",Documentaries,The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.
s5930,Movie,Print the Legend,"Luis Lopez, Clay Tweel","",United States,"26-Sep-14",2014,TV-14,"100 min",Documentaries,"This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution."
s5931,Movie,Mission Blue,"Robert Nixon, Fisher Stevens","James Cameron, Michael deGruy, Sylvia Earle, Bryce Groark, Jeremy Jackson, Carl Safina","United States, Bermuda, Ecuador","15-Aug-14",2014,TV-PG,"94 min",Documentaries,This documentary follows oceanographer Sylvia Earle's campaign to save the world's oceans from threats such as overfishing and toxic waste.
s5932,Movie,The Battered Bastards of Baseball,"Chapman Way, Maclain Way","Todd Field, Kurt Russell",United States,"11-Jul-14",2014,TV-MA,"80 min","Documentaries, Sports Movies","The colorful true story of the Portland Mavericks, a scrappy, independent baseball team of underdogs started by actor Bing Russell in the 1970s."
s5933,Movie,From One Second to the Next,Werner Herzog,"",United States,"15-Apr-14",2013,TV-14,"35 min",Documentaries,Werner Herzog chronicles the devastating consequences of texting and driving. The film examines how lives can be forever altered by a trivial text.
s5935,Movie,Mitt,Greg Whiteley,Mitt Romney,United States,"24-Jan-14",2014,TV-PG,"93 min",Documentaries,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.
s5936,Movie,The Square,Jehane Noujaim,"Ahmed Hassan, Khalid Abdalla, Magdy Ashour, Ramy Essam, Bothaina Kamel, Dina Abdullah, Aida Elkashef, Ragia Omran, Pierre Seyoufr, Dina Amer, Sherif Boray, Khaled Nagy, Salma Saied, Ahmed Saleh, Alaa Seif","United Kingdom, Egypt, United States","17-Jan-14",2013,TV-MA,"105 min","Documentaries, International Movies","This Emmy-winning, street-level view of the 2011 Egyptian Revolution captures the astonishing uprising that led to the collapse of two governments."
s5938,Movie,The Short Game,Josh Greenbaum,"Sky Sudberry, Allan Kournikova, Jed Dy, Zamokuhle Nxasana, Alexa Pano, Amari Avery, Augustin Valery, Kuang Yang, Jack Nicklaus, Gary Player",United States,"12-Dec-13",2013,PG,"100 min","Children & Family Movies, Documentaries, Sports Movies","They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school."
s5942,Movie,Being Elmo: A Puppeteer's Journey,Constance Marks,"Kevin Clash, Whoopi Goldberg",United States,"21-Feb-12",2011,PG,"76 min",Documentaries,"Whoopi Goldberg narrates Elmo creator Kevin Clash's remarkable journey from a working-class Baltimore neighborhood to Jim Henson's ""Sesame Street."""
s5972,Movie,(T)ERROR,"Lyric R. Cabral, David Felix Sutcliffe","",United States,"30-Jun-16",2015,NR,"84 min",Documentaries,This real-life look at FBI counterterrorism operations features access to both sides of a sting: the government informant and the radicalized target.
s5973,Movie,#cats_the_mewvie,Michael Margolis,"",Canada,"5-Feb-20",2020,TV-14,"90 min","Documentaries, International Movies","This pawesome documentary explores how our feline friends became online icons, from the earliest text memes to the rise of celebrity cat influencers."
s5983,Movie,"100 Days Of Solitude","","",Spain,"6-Jul-18",2018,TV-MA,"93 min","Documentaries, International Movies","Spanish photographer José Díaz spends 100 days living alone on a remote mountain, connecting to nature and documenting the beauty of his surroundings."
s5984,Movie,"100 Years: One Woman's Fight for Justice",Melinda Janko,"",United States,"20-Mar-18",2016,TV-14,"75 min",Documentaries,This documentary chronicles Elouise Cobell's long fight against the U.S. government for the gross mismanagement of mineral-rich Native American land.
s5997,Movie,"20 Feet From Stardom",Morgan Neville,"Darlene Love, Merry Clayton, Lisa Fischer, Táta Vega, Claudia Lennear, Judith Hill, Bruce Springsteen, Mick Jagger, Stevie Wonder, Sting, Bette Midler, Cissy Houston, Sheryl Crow, Tata Vega",United States,"22-Sep-18",2013,PG-13,"91 min","Documentaries, Music & Musicals","Winner of the 2014 Academy Award for Best Documentary Feature, this film takes a look at the world of backup vocalists and the legends they support."
s6006,Movie,"27: Gone Too Soon",Simon Napier-Bell,"Janis Joplin, Jimi Hendrix, Amy Winehouse, Jim Morrison, Kurt Cobain",United Kingdom,"1-May-18",2017,TV-MA,"70 min",Documentaries,"Explore the circumstances surrounding the tragic deaths at 27 of Jimi Hendrix, Jim Morrison, Brian Jones, Janis Joplin, Kurt Cobain and Amy Winehouse."
s6011,Movie,"3 Seconds Divorce",Shazia Javed,"",Canada,"15-Jun-19",2018,TV-PG,"53 min","Documentaries, Faith & Spirituality","A Muslim women's activist group in India protests against oral divorces, starting a movement to reclaim their religious and constitutional rights."
s6015,Movie,"42 Grams",Jack C. Newell,Jake Bickelhaupt,United States,"1-Feb-18",2017,TV-MA,"81 min",Documentaries,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery."
s6034,Movie,A Family Affair,Tom Fassaert,Tom Fassaert,"Netherlands, Denmark, South Africa","16-Oct-16",2015,TV-PG,"111 min","Documentaries, International Movies",The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.
s6039,Movie,A Gray State,Erik Nelson,"",United States,"25-Dec-17",2017,TV-MA,"93 min",Documentaries,"This documentary dissects the case of a filmmaker whose death, along with the deaths of his wife and daughter, sparked alt-right conspiracy theories."
s6044,Movie,A Leaf of Faith,Chris Bell,"",United States,"27-Aug-18",2018,TV-MA,"87 min",Documentaries,"This documentary takes a deep dive into the benefits, dangers and lingering questions around Kratom leaf as an alternative to opioid painkillers."
s6048,Movie,A Murder in the Park,"Christopher S. Rech, Brandon Kimber","",United States,"28-Apr-17",2014,PG-13,"91 min",Documentaries,"This documentary excoriates a noted anti-death-penalty activist and his team, whose questionable methods got a convicted killer freed in 1999."
s6049,Movie,A new Capitalism,"","",Brazil,"12-Jun-18",2017,TV-14,"76 min","Documentaries, International Movies","Entrepreneurs worldwide explore alternatives to current capitalist structures, advocating for profitable businesses that also tackle social inequality."
s6065,Movie,A Week in Watts,Gregory Caruso,"",United States,"19-Feb-18",2017,TV-14,"91 min",Documentaries,"Los Angeles police officers embark on an innovative program mentoring promising students from the harsh, gang-infested Watts neighborhood."
s6091,Movie,Addicted to Life,Thierry Donard,"Antoine Bizet, Jesse Richman, Karsten Gefle, Wille Lindberg, Matahi Drollet, Mathias Wyss, Matt Annetts",France,"12-Jun-20",2014,TV-14,"91 min","Action & Adventure, Documentaries, International Movies","Chasing extreme challenges, athletic daredevils test their limits in various environments from giant waves to snowy slopes around the world."
s6096,Movie,After Porn Ends,Bryce Wagoner,"",United States,"27-May-19",2012,NR,"93 min",Documentaries,"This documentary explores the careers of some of porn's top stars and examines their adjustment to ""normal"" society after leaving adult entertainment."
s6097,Movie,After Porn Ends 3,Brittany Andrews,"",United States,"30-Dec-18",2018,TV-MA,"87 min",Documentaries,This third installment in a documentary series examines the lives of the adult film genre's biggest stars after their industry careers have ended.
s6105,Movie,Ai Weiwei: Never Sorry,Alison Klayman,"Ai Weiwei, Lao Ai",United States,"1-Mar-18",2012,R,"91 min",Documentaries,Chinese artist and activist Ai Weiwei uses social media and art to inspire protests and suffers government persecution for his actions.
s6111,Movie,Alejandro Sanz: What I Was Is What I Am,"Gervasio Iglesias, Alexis Morante",Alejandro Sanz,Spain,"18-Aug-18",2018,TV-MA,"102 min","Documentaries, International Movies, Music & Musicals",A retrospective look at the life and career of Grammy-award winning Spanish musician Alejandro Sanz.
s6113,Movie,Alien Contact: Outer Space,J. Michael Long,J. Michael Long,United States,"9-Jan-18",2017,TV-PG,"63 min",Documentaries,This fact-based account delves into humankind's efforts to gather signals from possible intelligent beings beyond the solar system.
s6128,Movie,AlphaGo,Greg Kohs,"",United States,"1-Jan-18",2017,TV-G,"90 min",Documentaries,"Seemingly simple but deceptively complex, the game of ""Go"" serves as the backdrop for this battle between artificial intelligence and man."
s6134,Movie,American Anarchist,Charlie Siskel,William Powell,United States,"23-Jun-17",2016,TV-MA,"81 min",Documentaries,"This documentary profiles William Powell, who wrote the ""The Anarchist Cookbook"" in the early 1970s and spent his later life regretting his actions."
s6137,Movie,American Circumcision,Brendon Marotta,"",United States,"16-Dec-18",2017,TV-14,"101 min",Documentaries,"With interviews from experts on both sides of the debate, this film questions the routine practice of non-religious infant circumcision in the U.S."
s6139,Movie,American Experience: Ruby Ridge,Barak Goodman,"Dave Hunt, Bo Gritz, Sara Weaver",United States,"19-Apr-17",2017,TV-MA,"53 min",Documentaries,"A botched attempt to arrest a white supremacist in Idaho results in a gun battle, a standoff and three deaths that galvanize public opinion in 1992."
s6141,Movie,American Experience: The Island Murder,Mark Zwonitzer,Blair Brown,United States,"1-May-19",2018,TV-14,"53 min",Documentaries,"In 1931, a young Navy wife tore apart Hawaii on racial lines after claiming she was raped by a gang of nonwhite islanders."
s6146,Movie,American Masters: Ted Williams,Nick Davis,Ted Williams,United States,"1-Apr-19",2018,TV-MA,"55 min","Documentaries, Sports Movies","Baseball legend Ted Williams fights to become the greatest hitter of all time as he battles family, teammates, the press and even the fans."
s6150,Movie,Amy,Asif Kapadia,"Amy Winehouse, Lauren Gilbert",United Kingdom,"26-Jul-18",2015,R,"128 min","Documentaries, International Movies, Music & Musicals",Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star.
s6151,Movie,An American in Madras,Karan Bali,"",India,"1-Jan-17",2013,TV-PG,"80 min","Documentaries, International Movies","Extensive film clips and interviews tell the story of American filmmaker Ellis R. Dungan, who spent 15 years in India and helped define Tamil cinema."
s6179,Movie,Apache Warrior,"David Salzberg, Christian Tureaud","",United States,"1-Nov-19",2017,TV-MA,"89 min",Documentaries,Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history.
s6180,Movie,APEX: The Story of the Hypercar,"J.F. Musial, Josh Vietze",Zachary Levi,United States,"1-Aug-16",2016,NR,"86 min",Documentaries,"A visionary carmaker introduces his fuel-efficient, high-performance hypercar to a market filled with big-name competitors like Ferrari and Porsche."
s6192,Movie,At All Costs,Mike Nicoll,"Parker Jackson Cartwright, Gabe York",United States,"14-Dec-16",2016,TV-MA,"81 min","Documentaries, Sports Movies",This revealing documentary explores how the high-stakes world of Amateur Athletic Union basketball has professionalized youth sports in America.
s6196,Movie,Attacking the Devil: Harold Evans and the Last Nazi War Crime,"David Morris, Jacqui Morris",Harold Evans,United Kingdom,"15-May-16",2014,TV-14,"102 min","Documentaries, International Movies",Intrepid newspaper editor Harold Evans wages an ongoing battle to expose the truth about a dangerous drug and obtain compensation for its victims.
s6198,Movie,Auschwitz: Blueprints of Genocide,Mike Rossiter,Roy Marsden,United Kingdom,"19-Jan-19",1994,TV-PG,"49 min",Documentaries,Newly released KGB files expose evidence proving how architects and engineers conspired with the Nazis to build a camp designed for genocide.
s6202,Movie,Avicii: True Stories,Levan Tsikurishvili,Avicii,"Sweden, Netherlands","28-Dec-18",2017,TV-MA,"97 min","Documentaries, International Movies, Music & Musicals","Follow the meteoric rise of Tim Bergling, aka Avicii, from Swedish teenager to the creative force behind ""Wake Me Up,"" ""You Make Me"" and other hits."
s6207,Movie,Bachelor Girls,Shikha Makan,"",India,"1-Mar-18",2016,TV-MA,"61 min","Documentaries, International Movies","Through intimate interviews, this documentary explores the stigma facing independent women who seek housing in modern Mumbai."
s6216,Movie,Bad Rap,Salima Koroma,"Jonathan Park, Awkwafina, David Lee, Richard Lee","United States, Canada","21-Aug-17",2016,TV-MA,"83 min","Documentaries, Music & Musicals",Four young Asian-American rappers strive to achieve success on their own terms in a musical genre that often treats them as outsiders.
s6232,Movie,Barça Dreams,Jordi Llompart,"Johan Cruyff, Andrés Iniesta, Gary Lineker, Xavi Hernández, Lionel Messi, Pau Gasol",Spain,"1-Sep-18",2015,TV-MA,"122 min","Documentaries, International Movies, Sports Movies",Explore the history and philosophies behind one of the world's most beloved – and successful – soccer franchises: FC Barcelona.
s6234,Movie,Barbecue,Matthew Salleh,"","Australia, Armenia, Japan, Jordan, Mexico, Mongolia, New Zealand, Philippines, South Africa, Sweden, United States, Uruguay","15-Aug-17",2017,TV-MA,"101 min","Documentaries, International Movies","A blend of cultural nuance and mesmerizing techniques adds flavor to this globe-hopping celebration of cooking, tradition and community."
s6252,Movie,Bathtubs Over Broadway,Dava Whisenant,Steve Young,United States,"9-May-19",2018,PG-13,"87 min","Documentaries, Music & Musicals","A comedy writer for David Letterman unearths a hidden world of hilariously bizarre musicals, which turns into a toe-tapping obsession."
s6257,Movie,Be Here Now,Lilibet Foster,Andy Whitfield,"United States, Australia","28-Feb-17",2015,TV-MA,"110 min",Documentaries,"Trace the brave journey of actor Andy Whitfield, who received a devastating cancer diagnosis while starring in the series ""Spartacus: Blood and Sand."""
s6260,Movie,Beak & Brain: Genius Birds From Down Under,"Volker Arzt, Angelika Sigl","",Germany,"1-Mar-17",2013,TV-G,"52 min","Documentaries, International Movies","Whoever came up with the term ""bird brain"" never met these feathered thinkers, who use their claws and beaks to solve puzzles, make tools and more."
s6262,Movie,Beary Tales,"","",United States,"1-Mar-17",2013,TV-G,"52 min","Children & Family Movies, Documentaries, International Movies",A well-known wildlife photographer living alone in the Bohemian Forest finds himself playing mama bear to a pair of abandoned cubs.
s6273,Movie,Before the Flood,Fisher Stevens,Leonardo DiCaprio,United States,"1-Feb-18",2016,PG,"97 min",Documentaries,Leonardo DiCaprio crisscrosses the globe to investigate the consequences of man-made globe warming and the measures being taken to reverse it.
s6274,Movie,"Behind ""The Cove"": The Quiet Japanese Speak Out",Keiko Yagi,"","Japan, United States","25-Aug-17",2015,TV-14,"105 min","Documentaries, International Movies","After a documentary about the Japanese whaling industry garnered international attention, an amateur filmmaker decides to tell the rest of the story."
s6275,Movie,Behind the Curtain: Todrick Hall,Katherine Fairfax Wright,Todrick Hall,United States,"5-Apr-18",2017,TV-MA,"100 min","Documentaries, LGBTQ Movies, Music & Musicals",Follow singer and YouTube sensation Todrick Hall as he launches an original musical based on growing up gay in Texas and finding showbiz success.
s6279,Movie,Being AP,Anthony Wonke,Tony McCoy,United Kingdom,"15-Aug-16",2015,TV-14,"99 min","Documentaries, International Movies, Sports Movies","With retirement staring him in the face, an all-time-great jump jockey pursues his 20th consecutive title in his unrelenting quest for glory."
s6293,Movie,Beyond All Boundaries,Sushrut Jain,Kunal Nayyar,"United States, India","1-Apr-17",2013,TV-14,"98 min","Documentaries, International Movies, Sports Movies","As the 2011 Cricket World Cup begins, three Indians demonstrate their passion and the sacrifices they've made for the country's most popular sport."
s6308,Movie,Big Time,Kaspar Astrup Schröder,Bjarke Ingels,Denmark,"1-Apr-18",2017,TV-MA,"90 min",Documentaries,"In this documentary, architect Bjarke Ingels offers his vision for 2 World Trade Center as he aims to restore Manhattan's skyline to its former glory."
s6310,Movie,Biggie & Tupac,Nick Broomfield,Nick Broomfield,United Kingdom,"26-Jan-19",2002,R,"108 min","Documentaries, Music & Musicals","British documentarian Nick Broomfield investigates the murders of rappers Tupac Shakur and Biggie Smalls, digging up some surprises in the process."
s6313,Movie,Billy Graham: An Extraordinary Journey,"Vonda Harrell, Daniel Camenisch","Billy Graham, Jeff Hoyt, Tom Brokaw, Greta Van Susteren, Diane Sawyer, Larry King, George Bush Sr., George W. Bush, Bill Clinton, Franklin Graham",United States,"28-Feb-19",2018,TV-PG,"66 min","Documentaries, Faith & Spirituality",This documentary recounts the life story of evangelist preacher Billy Graham featuring interviews with family members and former presidents.
s6325,Movie,Black Man White Skin,Jose Manuel Colón,"",Spain,"1-Jun-16",2015,TV-PG,"79 min","Documentaries, International Movies",This film chronicles the health and social problems that African albinos face and details the fight waged on their behalf by advocacy groups in Spain.
s6330,Movie,Blackfish,Gabriela Cowperthwaite,"",United States,"1-May-20",2013,PG-13,"83 min",Documentaries,"This fascinating documentary examines the life of performing killer whale Tilikum, who has caused the deaths of several people while in captivity."
s6346,Movie,Blurred Lines: Inside the Art World,Barry Avrich,"",Canada,"31-Dec-17",2017,TV-MA,"85 min",Documentaries,Artists and industry insiders shed light on the commercial forces behind the veneer of genius and glamour that often shrouds contemporary art.
s6347,Movie,Bob Lazar: Area 51 & Flying Saucers,Jeremy Kenyon Lockyer Corbell,Robert Lazar,United States,"18-Jun-19",2018,TV-MA,"97 min",Documentaries,"Decades ago, Bob Lazar blew the whistle on Area 51. Now he’s back to explain the alien tech he worked with, and the government's war to shut him up."
s6350,Movie,Bobbi Jene,Elvira Lind,Bobbi Jene Smith,"Denmark, Sweden, Israel, United States","1-Jun-18",2017,TV-MA,"99 min",Documentaries,This candid profile follows dancer Bobbi Jene Smith as she leaves the company of Israeli choreographer Ohad Naharin to forge her own artistic path.
s6352,Movie,Bobby Robson: More Than a Manager,"Gabriel Clarke, Torquil Jones",Bobby Robson,United Kingdom,"1-Dec-18",2018,TV-14,"99 min","Documentaries, International Movies, Sports Movies","Explore the life and times of legendary soccer manager Bobby Robson, whose keen mind for the game was matched only by his devotion to his teams."
s6353,Movie,Bobby Sands: 66 Days,Brendan Byrne,"","Ireland, United Kingdom","28-Sep-17",2016,TV-14,"106 min",Documentaries,"In 1981, an imprisoned Irish Republican Army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon."
s6356,Movie,Bombshell: The Hedy Lamarr Story,Alexandra Dean,Hedy Lamarr,United States,"31-May-18",2017,TV-14,"89 min",Documentaries,"An unearthed audio interview of Hollywood icon Hedy Lamarr reveals a woman with brains as well as beauty, who was the first to patent frequency hopping."
s6363,Movie,Born Strong,"Gary Cohen, Ross Hockrow","Eddie Hall, Hafþór Júlíus Björnsson, Brian Shaw, Zydrunas Savickas",United States,"31-Dec-17",2017,TV-MA,"86 min","Documentaries, Sports Movies",Four 400-pound giants fight for the crown at the Arnold Strongman Classic and offer a glimpse into their lives leading up to the competition.
s6364,Movie,Born to Be Free,Gayane Petrosyan,"Casting a light on the mistreatment of sea mammals, this documentary follows the plight of 18 Beluga whales kept in captivity for years.","United Kingdom, Russia","1-Apr-17",2016,TV-14,"74 min","Documentaries, International Movies","Casting a light on the mistreatment of sea mammals, this documentary follows the plight of 18 Beluga whales kept in captivity for years."
s6375,Movie,Breaking Free,Sridhar Rangayan,Sridhar Rangayan,India,"15-Dec-17",2015,TV-MA,"81 min","Documentaries, International Movies, LGBTQ Movies",One filmmaker’s quest to expose the human rights violations faced by India’s LGBTQ community was a project of passion seven years in the making.
s6388,Movie,Bugs,Andreas Johnsen,"","Netherlands, Denmark, France, Germany","20-Feb-18",2016,TV-G,"73 min","Documentaries, International Movies",A willing team of chefs and researchers goes on a gastronomic adventure around the globe to weigh the benefits of using bugs as a future food source.
s6392,Movie,Burlesque: Heart of the Glitter Tribe,Jon Manning,"",United States,"1-Jun-17",2017,TV-MA,"76 min",Documentaries,"This revealing documentary probes the onstage personas of Portland, Oregon, burlesque performers who practice wildly different art forms."
s6418,Movie,Capital in the Twenty-First Century,Justin Pemberton,"","France, New Zealand","8-Sep-20",2019,TV-14,"103 min",Documentaries,"Based on economist Thomas Piketty's best-selling book, this documentary examines wealth accumulation and its looming social repercussions."
s6433,Movie,Catching the Sun,Shalini Kantayya,"","China, Germany, India, United States","22-Apr-16",2015,TV-14,"74 min",Documentaries,This documentary explores the worldwide economics of the burgeoning solar energy industry and its impact on hopeful job seekers in the United States.
s6435,Movie,Catwalk: Tales from the Cat Show Circuit,"Aaron Hancox, Michael McNamara","",Canada,"7-Jan-19",2018,TV-PG,"75 min","Documentaries, International Movies","This fun, charming documentary follows the exploits of some very feline-friendly folks as they strive to get their kitties crowned Canada’s top cat."
s6437,Movie,Celluloid Man,Shivendra Singh Dungarpur,P.K. Nair,India,"1-Apr-17",2012,TV-PG,"156 min","Documentaries, International Movies","This documentary chronicles the philosophy and life's work of archivist P.K. Nair, who made a mission of preserving Indian cinema’s rich history."
s6443,Movie,Chandani: The Daughter of the Elephant Whisperer,Arne Birkenstock,K.G. Chandani Renuka Ratnayake,"Germany, Sri Lanka","1-Mar-17",2010,TV-G,"87 min","Documentaries, International Movies",A girl who wants to be an elephant driver like her father is given the chance to raise a calf and becomes even more determined when it's taken away.
s6454,Movie,Chasing Trane,John Scheinfeld,"Denzel Washington, Bill Clinton, Ravi Coltrane, Common, Benny Golson, Jimmy Heath, Wynton Marsalis, Sonny Rollins, Carlos Santana, Cornel West",United States,"13-Nov-17",2016,TV-PG,"99 min","Documentaries, Music & Musicals","Featuring interviews, insights and archival footage, this documentary aims to reveal how historical events shaped the music of John Coltrane."
s6476,Movie,Chris Brown: Welcome to My Life,Andrew Sandler,Chris Brown,United States,"7-Oct-17",2017,TV-MA,"80 min","Documentaries, Music & Musicals","Featuring interviews, concert footage and behind-the-scenes access, this documentary delivers fans an all-access look at the life of Chris Brown."
s6765,Movie,Fittest in Dubai,Gerry Blaksley,"",United Arab Emirates,"15-Apr-20",2019,TV-14,"60 min","Documentaries, International Movies, Sports Movies",Top athletes from around the globe test their fitness in a four-day competition at the first-ever CrossFit Sanctional event. Let the games begin.
s6492,Movie,Clarence Clemons: Who Do I Think I Am?,Nick Mead,Clarence Clemons,United States,"14-Nov-19",2019,TV-MA,"88 min","Documentaries, Music & Musicals",This intimate documentary follows the life of legendary saxophonist Clarence Clemons and his spiritual awakening before his death in 2011.
